"Self_employed","Org_size","Mental_ill","Is_tech","Benefits","Anonymity","Absence","Coworkers","Ment_phy","Age","Gender","US_state","Country","US_state_work"
"No","More than 1000","Yes","Yes","Yes","Yes","Somewhat difficult","No","I don't know",29,"Female","New York","United States of America","New York"
"Yes","","Yes",NA,"","","","","",49,"Female","California","United States of America","California"
"No","26-100","Yes","Yes","I don't know","I don't know","Neither easy nor difficult","Maybe","I don't know",21,"Male","Virginia","United States of America","Virginia"
"No","26-100","Yes","Yes","Yes","Yes","Very difficult","Maybe","No",26,"Female","Michigan","United States of America","Michigan"
"No","100-500","Yes","Yes","Yes","Yes","Somewhat easy","Yes","No",35,"Male","","Germany",""
"No","100-500","Yes","No","Yes","I don't know","Somewhat easy","Yes","Yes",56,"Male","Missouri","United States of America","Missouri"
"Yes","","Yes",NA,"","","","","",53,"Female","Oregon","United States of America","Oregon"
"Yes","","Yes",NA,"","","","","",48,"Female","Colorado","United States of America","Colorado"
"No","26-100","No","Yes","Not eligible for coverage / N/A","I don't know","Somewhat easy","Yes","Yes",24,"Male","","United Kingdom",""
"No","More than 1000","No","Yes","No","I don't know","Somewhat easy","No","I don't know",37,"Male","","Ireland",""
"No","26-100","Yes","No","No","I don't know","Very difficult","Yes","No",27,"Female","Pennsylvania","United States of America","Pennsylvania"
"No","1-5","Yes","Yes","I don't know","I don't know","Somewhat difficult","Maybe","I don't know",39,"Female","Pennsylvania","United States of America","Pennsylvania"
"Yes","","No",NA,"","","","","",31,"Male","","Finland",""
"No","100-500","No","Yes","Yes","I don't know","Very difficult","No","I don't know",34,"Male","Indiana","United States of America","Colorado"
"No","More than 1000","Yes","No","No","Yes","Very easy","Yes","No",33,"Male","","United Kingdom",""
"No","1-5","No","Yes","No","No","Somewhat difficult","No","I don't know",22,"Male","","United Kingdom",""
"No","6-25","No","Yes","Not eligible for coverage / N/A","I don't know","Somewhat easy","Maybe","I don't know",25,"Female","","United Kingdom",""
"No","More than 1000","No","No","I don't know","I don't know","Very easy","Maybe","I don't know",34,"Male","","United Kingdom",""
"No","6-25","No","Yes","Not eligible for coverage / N/A","I don't know","Neither easy nor difficult","Maybe","No",30,"Male","","United Kingdom",""
"No","26-100","Yes","Yes","No","I don't know","Somewhat difficult","Maybe","I don't know",37,"Male","","United Kingdom",""
"No","6-25","No","Yes","No","No","Somewhat difficult","No","No",26,"Male","","Chile",""
"No","More than 1000","Yes","No","Yes","I don't know","I don't know","Maybe","Yes",29,"Female","Texas","United States of America","Texas"
"No","6-25","No","Yes","No","No","Very difficult","Maybe","No",29,"Male","","Chile",""
"No","26-100","Yes","No","No","I don't know","Somewhat difficult","Maybe","I don't know",27,"Male","","United Kingdom",""
"No","6-25","Yes","No","No","I don't know","Neither easy nor difficult","No","I don't know",27,"Female","","Chile",""
"No","More than 1000","No","No","I don't know","Yes","Somewhat easy","Maybe","Yes",23,"Male","Massachusetts","United States of America","Massachusetts"
"No","More than 1000","No","Yes","I don't know","Yes","Very easy","No","I don't know",24,"Female","Massachusetts","United States of America","Massachusetts"
"Yes","","Yes",NA,"","","","","",22,"Male","","Guatemala",""
"No","1-5","No","No","No","No","Very easy","Yes","Yes",28,"Male","","United Kingdom",""
"No","6-25","Yes","No","I don't know","I don't know","I don't know","No","No",22,"Male","Iowa","United States of America","Iowa"
"No","26-100","No","Yes","No","No","Somewhat easy","No","No",32,"Male","Massachusetts","United States of America","Massachusetts"
"No","6-25","Yes","Yes","I don't know","I don't know","Somewhat difficult","Yes","I don't know",35,"Female","Oregon","United States of America","Oregon"
"No","26-100","Yes","Yes","Yes","I don't know","Very easy","No","I don't know",26,"Male","California","United States of America","California"
"No","More than 1000","Yes","Yes","No","I don't know","Somewhat difficult","No","No",31,"Female","","United Kingdom",""
"Yes","","Yes",NA,"","","","","",32,"Male","Colorado","United States of America","Colorado"
"No","100-500","Yes","Yes","No","No","Somewhat difficult","Maybe","I don't know",37,"Male","","Pakistan",""
"No","6-25","Yes","No","No","Yes","Neither easy nor difficult","Maybe","I don't know",24,"Male","","United Kingdom",""
"No","26-100","No","Yes","Yes","I don't know","Very easy","Yes","Yes",33,"Male","Washington","United States of America","California"
"No","100-500","Yes","Yes","Yes","Yes","Somewhat easy","Yes","I don't know",28,"Male","Massachusetts","United States of America","Massachusetts"
"No","More than 1000","No","Yes","I don't know","I don't know","Somewhat easy","Maybe","I don't know",22,"Female","Virginia","United States of America","Virginia"
"No","100-500","Yes","Yes","Not eligible for coverage / N/A","I don't know","Somewhat difficult","Maybe","No",46,"Male","","Germany",""
"No","26-100","No","Yes","Yes","I don't know","Neither easy nor difficult","Maybe","I don't know",30,"Male","Michigan","United States of America","Michigan"
"No","26-100","Yes","Yes","I don't know","Yes","Somewhat difficult","Maybe","No",29,"Male","North Carolina","United States of America","North Carolina"
"No","100-500","No","Yes","I don't know","I don't know","Somewhat easy","No","No",22,"Male","Virginia","United States of America","Virginia"
"Yes","","Yes",NA,"","","","","",24,"Female","Washington","United States of America","Washington"
"Yes","","No",NA,"","","","","",29,"Female","","United States of America","Washington"
"No","More than 1000","Yes","No","Yes","I don't know","Somewhat easy","Maybe","Yes",30,"Male","Virginia","United States of America","District of Columbia"
"Yes","","No",NA,"","","","","",25,"Male","Pennsylvania","United States of America","Pennsylvania"
"No","More than 1000","No","No","Yes","Yes","Somewhat difficult","Maybe","I don't know",39,"Male","Oregon","United States of America","Oregon"
"Yes","","No",NA,"","","","","",31,"Male","","Serbia",""
"Yes","","Yes",NA,"","","","","",25,"Male","Illinois","United States of America","Illinois"
"No","500-1000","No","No","Yes","I don't know","Somewhat difficult","No","I don't know",39,"Male","Maryland","United States of America","District of Columbia"
"No","More than 1000","Yes","Yes","Yes","I don't know","Somewhat difficult","No","I don't know",31,"Female","Texas","United States of America","Texas"
"No","100-500","No","Yes","Yes","I don't know","I don't know","Maybe","I don't know",35,"Male","California","United States of America","California"
"Yes","","Yes",NA,"","","","","",31,"Female","Illinois","United States of America","Illinois"
"No","More than 1000","Yes","Yes","No","I don't know","Very difficult","No","No",23,"Male","California","United States of America","California"
"No","More than 1000","Yes","Yes","Yes","I don't know","Very difficult","No","I don't know",30,"Male","Pennsylvania","United States of America","Pennsylvania"
"No","6-25","No","Yes","Not eligible for coverage / N/A","Yes","Neither easy nor difficult","Yes","I don't know",28,"Male","","France",""
"No","More than 1000","Yes","Yes","Yes","I don't know","I don't know","No","I don't know",23,"Female","","Ireland",""
"No","26-100","Yes","Yes","Yes","Yes","Neither easy nor difficult","Maybe","I don't know",26,"Female","District of Columbia","United States of America","District of Columbia"
"No","26-100","Yes","Yes","Yes","I don't know","Very difficult","Maybe","No",24,"Female","California","United States of America","California"
"No","More than 1000","No","Yes","Yes","I don't know","Somewhat easy","No","No",32,"Male","Washington","United States of America","Washington"
"Yes","","Yes",NA,"","","","","",35,"Male","California","United States of America","California"
"No","100-500","No","Yes","Not eligible for coverage / N/A","Yes","Somewhat easy","Yes","Yes",30,"Male","","Estonia",""
"No","26-100","Yes","Yes","Yes","I don't know","Somewhat difficult","No","I don't know",32,"Male","Texas","United States of America","Texas"
"No","6-25","Yes","No","Yes","I don't know","I don't know","No","I don't know",35,"Male","Missouri","United States of America","Missouri"
"No","26-100","Yes","Yes","I don't know","I don't know","Neither easy nor difficult","No","I don't know",26,"Female","Ohio","United States of America","California"
"No","100-500","Yes","No","Yes","I don't know","Somewhat easy","Maybe","I don't know",30,"Female","Nebraska","United States of America","Nebraska"
"No","26-100","No","Yes","Yes","Yes","Somewhat difficult","Maybe","I don't know",29,"Male","California","United States of America","California"
"No","More than 1000","No","Yes","I don't know","I don't know","Somewhat easy","Yes","I don't know",39,"Male","","Canada",""
"No","More than 1000","Yes","No","I don't know","I don't know","Neither easy nor difficult","No","No",37,"Male","","United Kingdom",""
"No","26-100","No","Yes","Yes","I don't know","Very difficult","No","No",35,"Male","California","United States of America","California"
"No","1-5","Yes","Yes","Not eligible for coverage / N/A","No","I don't know","No","I don't know",25,"Female","Illinois","United States of America","Illinois"
"No","More than 1000","Yes","No","Not eligible for coverage / N/A","Yes","Neither easy nor difficult","Yes","Yes",22,"Others","Virginia","United States of America","Virginia"
"No","26-100","Yes","Yes","Yes","No","Neither easy nor difficult","Maybe","No",33,"Male","","United Kingdom",""
"No","1-5","Yes","Yes","Yes","I don't know","Somewhat difficult","Maybe","No",23,"Male","New York","United States of America","New York"
"Yes","","Yes",NA,"","","","","",29,"Male","","Brazil",""
"No","26-100","Yes","Yes","Yes","I don't know","Very difficult","No","No",28,"Male","Pennsylvania","United States of America","Pennsylvania"
"No","More than 1000","Yes","Yes","Yes","I don't know","Very easy","Yes","I don't know",30,"Male","New York","United States of America","New York"
"No","100-500","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","I don't know",28,"Male","California","United States of America","California"
"No","6-25","Yes","Yes","Yes","I don't know","Very easy","Yes","Yes",28,"Female","Pennsylvania","United States of America","Pennsylvania"
"No","More than 1000","Yes","No","Yes","I don't know","I don't know","Maybe","No",37,"Male","Massachusetts","United States of America","Massachusetts"
"No","26-100","Yes","Yes","No","No","I don't know","Maybe","Yes",30,"Male","Idaho","United States of America","Idaho"
"No","6-25","Yes","Yes","No","I don't know","Somewhat difficult","No","No",27,"Male","","India",""
"Yes","","Yes",NA,"","","","","",29,"Male","","Canada",""
"No","More than 1000","Yes","Yes","I don't know","I don't know","I don't know","No","I don't know",28,"Male","","Poland",""
"No","6-25","Yes","Yes","No","No","Somewhat difficult","No","No",26,"Female","","Ireland",""
"No","100-500","Yes","Yes","I don't know","Yes","I don't know","No","No",29,"Male","","United States of America","Arizona"
"Yes","","No",NA,"","","","","",34,"Male","","Germany",""
"No","100-500","Yes","Yes","Yes","Yes","Neither easy nor difficult","Maybe","Yes",36,"Male","","United Kingdom",""
"No","26-100","Yes","Yes","I don't know","I don't know","Very difficult","No","No",38,"Male","","Belgium",""
"No","6-25","Yes","Yes","Yes","Yes","Very easy","No","Yes",22,"Female","New York","United States of America","New York"
"No","1-5","No","Yes","Not eligible for coverage / N/A","Yes","Neither easy nor difficult","Maybe","No",24,"Male","Colorado","United States of America","Colorado"
"No","100-500","Yes","No","Yes","Yes","Somewhat easy","Yes","I don't know",24,"Female","Texas","United States of America","Texas"
"No","500-1000","Yes","Yes","Yes","Yes","Very difficult","Yes","No",36,"Female","New York","United States of America","New York"
"No","More than 1000","Yes","No","Not eligible for coverage / N/A","I don't know","Very difficult","Maybe","I don't know",24,"Female","Wisconsin","United States of America","Wisconsin"
"No","500-1000","No","Yes","No","I don't know","Somewhat easy","No","I don't know",24,"Male","Arizona","United States of America","Arizona"
"No","26-100","Yes","Yes","No","I don't know","Very difficult","No","No",31,"Male","","Netherlands",""
"No","26-100","Yes","Yes","Yes","I don't know","Neither easy nor difficult","No","Yes",39,"Male","","United Kingdom",""
"No","More than 1000","Yes","Yes","Yes","Yes","Somewhat easy","Yes","No",41,"Male","Alabama","United States of America","Alabama"
"Yes","","No",NA,"","","","","",29,"Male","","United Kingdom",""
"No","26-100","No","Yes","No","Yes","Very easy","Yes","I don't know",37,"Male","","Estonia",""
"No","26-100","No","Yes","I don't know","I don't know","I don't know","Maybe","I don't know",30,"Male","","United States of America","Indiana"
"No","100-500","No","Yes","Yes","I don't know","Somewhat easy","No","No",24,"Male","","Canada",""
"No","100-500","Yes","Yes","Not eligible for coverage / N/A","I don't know","Somewhat difficult","Maybe","I don't know",22,"Female","","Canada",""
"No","100-500","No","Yes","Yes","Yes","Somewhat easy","Maybe","Yes",24,"Male","","Canada",""
"No","100-500","Yes","Yes","I don't know","I don't know","Somewhat easy","Maybe","I don't know",26,"Female","","Canada",""
"No","500-1000","Yes","Yes","Yes","Yes","Somewhat easy","Yes","Yes",38,"Female","Illinois","United States of America","Illinois"
"Yes","","No",NA,"","","","","",34,"Female","New York","United States of America","New York"
"Yes","","Yes",NA,"","","","","",56,"Male","California","Afghanistan",""
"No","100-500","Yes","Yes","Yes","I don't know","Somewhat difficult","Yes","I don't know",52,"Male","Georgia","United States of America","Georgia"
"No","100-500","Yes","No","I don't know","I don't know","Somewhat difficult","Maybe","No",30,"Female","Nebraska","United States of America","Nebraska"
"No","100-500","No","Yes","Yes","I don't know","Very difficult","Maybe","No",25,"Others","","Canada",""
